year,state,county,commodity,value
2022,VIRGINIA,ORANGE,CUT CHRISTMAS TREES,X
2022,VIRGINIA,PRINCE EDWARD,CUT CHRISTMAS TREES,X
2022,VIRGINIA,JAMES CITY,CUT CHRISTMAS TREES,X
2022,VIRGINIA,MIDDLESEX,CUT CHRISTMAS TREES,X
2022,VIRGINIA,WARREN,CUT CHRISTMAS TREES,X
2022,VIRGINIA,DINWIDDIE,CUT CHRISTMAS TREES,X
2022,VIRGINIA,SUFFOLK CITY,CUT CHRISTMAS TREES,X
2022,VIRGINIA,VIRGINIA BEACH CITY,CUT CHRISTMAS TREES,X
2022,VIRGINIA,FRANKLIN,CUT CHRISTMAS TREES,X
2022,VIRGINIA,NOTTOWAY,CUT CHRISTMAS TREES,X
2022,VIRGINIA,MONTGOMERY,CUT CHRISTMAS TREES,X
2022,VIRGINIA,PULASKI,CUT CHRISTMAS TREES,X
2022,VIRGINIA,SCOTT,CUT CHRISTMAS TREES,X
2022,VIRGINIA,WYTHE,CUT CHRISTMAS TREES,X
2022,VIRGINIA,ALLEGHANY,CUT CHRISTMAS TREES,X
2022,WASHINGTON,CHELAN,CUT CHRISTMAS TREES,X
2022,WASHINGTON,YAKIMA,CUT CHRISTMAS TREES,X
2022,WASHINGTON,GRANT,CUT CHRISTMAS TREES,X
2022,WASHINGTON,PEND OREILLE,CUT CHRISTMAS TREES,X
2022,WASHINGTON,STEVENS,CUT CHRISTMAS TREES,X
2022,WASHINGTON,PACIFIC,CUT CHRISTMAS TREES,X
2022,WASHINGTON,PIERCE,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,GRANT,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,GREENBRIER,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,MONROE,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,MORGAN,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,RANDOLPH,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,BROOKE,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,DODDRIDGE,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,HARRISON,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,LEWIS,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,MARION,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,PRESTON,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,RITCHIE,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,TYLER,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,UPSHUR,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,WETZEL,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,BRAXTON,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,CALHOUN,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,CLAY,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,FAYETTE,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,GILMER,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,KANAWHA,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,MASON,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,PUTNAM,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,WEBSTER,CUT CHRISTMAS TREES,X
2022,WEST VIRGINIA,WIRT,CUT CHRISTMAS TREES,X
2022,WISCONSIN,GREEN LAKE,CUT CHRISTMAS TREES,X
2022,WISCONSIN,JUNEAU,CUT CHRISTMAS TREES,X
2022,WISCONSIN,CALUMET,CUT CHRISTMAS TREES,X
2022,WISCONSIN,MANITOWOC,CUT CHRISTMAS TREES,X
2022,WISCONSIN,WINNEBAGO,CUT CHRISTMAS TREES,X
2022,WISCONSIN,ONEIDA,CUT CHRISTMAS TREES,X
2022,WISCONSIN,FLORENCE,CUT CHRISTMAS TREES,X
2022,WISCONSIN,MARINETTE,CUT CHRISTMAS TREES,X
2022,WISCONSIN,BAYFIELD,CUT CHRISTMAS TREES,X
2022,WISCONSIN,DOUGLAS,CUT CHRISTMAS TREES,X
2022,WISCONSIN,DODGE,CUT CHRISTMAS TREES,X
2022,WISCONSIN,GREEN,CUT CHRISTMAS TREES,X
2022,WISCONSIN,GRANT,CUT CHRISTMAS TREES,X
2022,WISCONSIN,IOWA,CUT CHRISTMAS TREES,X
2022,WISCONSIN,BUFFALO,CUT CHRISTMAS TREES,X
2022,WISCONSIN,DUNN,CUT CHRISTMAS TREES,X
2022,WISCONSIN,PEPIN,CUT CHRISTMAS TREES,X
2022,WYOMING,NATRONA,CUT CHRISTMAS TREES,X
2022,WYOMING,LARAMIE,CUT CHRISTMAS TREES,X
